name,album,track_number,acousticness,danceability,energy,valence,popularity,category
Within You Without You - Take 1 / Indian Instruments,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),8,0.68,0.379,0.389,0.181,5,0
When I'm Sixty-Four - Take 2,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),9,0.22,0.818,0.231,0.462,5,0
Lovely Rita - Speech And Take 9,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),10,0.255,0.464,0.719,0.687,5,0
Good Morning Good Morning - Take 8,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),11,0.0234,0.75,0.503,0.804,4,0
Sgt. Pepper's Lonely Hearts Club Band (Reprise) - Speech And Take 8,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),12,0.259,0.796,0.786,0.727,4,0
A Day In The Life - Take 1 With Hums,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),13,0.919,0.483,0.326,0.192,6,0
Strawberry Fields Forever - Take 7,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),14,0.736,0.368,0.427,0.329,5,0
Strawberry Fields Forever - Take 26,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),15,0.211,0.443,0.745,0.29,6,0
Strawberry Fields Forever - Stereo Mix 2015,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),16,0.363,0.387,0.628,0.236,7,0
Penny Lane - Take 6 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),17,0.669,0.9,0.5,0.147,5,0
Penny Lane - Stereo Mix 2017,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),18,0.0341,0.628,0.522,0.623,6,0
Sgt. Pepper's Lonely Hearts Club Band - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),1,0.0341,0.361,0.857,0.523,41,0
With A Little Help From My Friends - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),2,0.126,0.643,0.605,0.794,41,0
Lucy In The Sky With Diamonds - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),3,0.0907,0.318,0.53,0.423,42,0
Getting Better - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),4,0.0913,0.598,0.551,0.817,38,0
Fixing A Hole - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),5,0.503,0.405,0.644,0.52,37,0
She's Leaving Home - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),6,0.879,0.372,0.32,0.251,38,0
Being For The Benefit Of Mr. Kite! - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),7,0.13,0.246,0.743,0.623,35,0
Within You Without You - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),8,0.325,0.292,0.545,0.365,35,0
When I'm Sixty-Four - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),9,0.49,0.697,0.294,0.571,38,0
Lovely Rita - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),10,0.00624,0.58,0.695,0.69,36,0
Good Morning Good Morning - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),11,0.000312,0.511,0.794,0.847,33,0
Sgt. Pepper's Lonely Hearts Club Band (Reprise) - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),12,0.000202,0.575,0.948,0.856,34,0
A Day In The Life - Remix,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),13,0.258,0.338,0.47,0.107,39,0
Sgt. Pepper's Lonely Hearts Club Band - Take 9 And Speech,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),1,0.256,0.585,0.7,0.493,30,0
With A Little Help From My Friends - Take 1 / False Start And Take 2 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),2,0.253,0.912,0.607,0.385,28,0
Lucy In The Sky With Diamonds - Take 1,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),3,0.787,0.418,0.367,0.316,29,0
Getting Better - Take 1 / Instrumental And Speech At The End,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),4,0.412,0.724,0.456,0.32,25,0
Fixing A Hole - Speech And Take 3,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),5,0.166,0.605,0.546,0.568,25,0
She's Leaving Home - Take 1 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),6,0.914,0.45,0.12,0.182,26,0
Being For The Benefit Of Mr. Kite! - Take 4,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),7,0.452,0.592,0.387,0.507,24,0
Within You Without You - Take 1 / Indian Instruments,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),8,0.676,0.376,0.391,0.175,25,0
When I'm Sixty-Four - Take 2,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),9,0.218,0.815,0.237,0.426,25,0
Lovely Rita - Speech And Take 9,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),10,0.287,0.472,0.711,0.68,24,0
Good Morning Good Morning - Take 8,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),11,0.0225,0.752,0.514,0.79,23,0
Sgt. Pepper's Lonely Hearts Club Band (Reprise) - Speech And Take 8,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),12,0.258,0.797,0.806,0.762,23,0
A Day In The Life - Take 1 With Hums,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),13,0.918,0.493,0.33,0.195,27,0
Strawberry Fields Forever - Take 7,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),14,0.746,0.36,0.428,0.357,28,0
Strawberry Fields Forever - Take 26,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),15,0.219,0.444,0.734,0.335,25,0
Strawberry Fields Forever - Stereo Mix 2015,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),16,0.342,0.38,0.627,0.255,31,0
Penny Lane - Take 6 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),17,0.69,0.897,0.516,0.144,23,0
Penny Lane - Stereo Mix 2017,Sgt. Pepper's Lonely Hearts Club Band (Deluxe Edition),18,0.0369,0.624,0.536,0.641,43,0
Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),1,0.0857,0.451,0.673,0.583,60,2
With A Little Help From My Friends - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),2,0.365,0.705,0.515,0.803,64,2
Lucy In The Sky With Diamonds - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),3,0.0469,0.311,0.325,0.668,66,2
Getting Better - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),4,0.313,0.632,0.471,0.764,52,2
Fixing A Hole - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),5,0.382,0.469,0.507,0.619,52,2
She's Leaving Home - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),6,0.944,0.381,0.214,0.393,57,2
Being For The Benefit Of Mr. Kite! - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),7,0.338,0.526,0.413,0.71,50,2
Within You Without You - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),8,0.339,0.352,0.479,0.354,51,2
When I'm Sixty Four - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),9,0.625,0.704,0.241,0.661,63,2
Lovely Rita - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),10,0.0634,0.61,0.471,0.63,52,2
Good Morning Good Morning - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),11,0.0858,0.542,0.618,0.93,48,2
Sgt. Pepper's Lonely Hearts Club Band - Reprise / Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),12,0.0061,0.653,0.889,0.879,49,2
A Day In The Life - Remastered 2009,Sgt. Pepper's Lonely Hearts Club Band (Remastered),13,0.29,0.364,0.457,0.175,62,2
Sgt. Pepper's Lonely Hearts Club Band - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1,0.0308,0.36,0.858,0.522,47,0
With A Little Help From My Friends - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),2,0.122,0.673,0.639,0.75,47,0
Lucy In The Sky With Diamonds - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),3,0.101,0.331,0.521,0.432,47,0
Getting Better - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,0.07,0.591,0.551,0.81,41,0
Fixing A Hole - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),5,0.483,0.415,0.665,0.523,38,0
She's Leaving Home - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),6,0.881,0.376,0.319,0.217,40,0
Being For The Benefit Of Mr. Kite! - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),7,0.103,0.247,0.752,0.593,36,0
Within You Without You - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),8,0.357,0.291,0.551,0.373,39,0
When I'm Sixty-Four - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),9,0.508,0.696,0.308,0.564,40,0
Lovely Rita - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),10,0.00726,0.578,0.687,0.659,37,0
Good Morning Good Morning - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),11,0.000302,0.505,0.797,0.825,34,0
Sgt. Pepper's Lonely Hearts Club Band (Reprise) - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),12,0.000249,0.576,0.951,0.789,37,0
A Day In The Life - Remix,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),13,0.268,0.377,0.453,0.121,46,0
Strawberry Fields Forever - Take 1,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1,0.829,0.623,0.132,0.181,34,0
Strawberry Fields Forever - Take 4,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),2,0.696,0.527,0.339,0.314,31,0
Strawberry Fields Forever - Take 7,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),3,0.754,0.369,0.402,0.346,33,0
Strawberry Fields Forever - Take 26,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,0.219,0.448,0.855,0.342,30,0
Strawberry Fields Forever - Stereo Mix 2015,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),5,0.385,0.413,0.722,0.228,42,0
When I'm Sixty-Four - Take 2,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),6,0.32,0.816,0.218,0.434,29,0
Penny Lane - Take 6 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),7,0.667,0.901,0.548,0.135,27,0
Penny Lane - Vocal Overdubs And Speech,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),8,0.7,0.879,0.143,0.393,25,0
Penny Lane - Stereo Mix 2017,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),9,0.0644,0.617,0.577,0.627,42,0
A Day In The Life - Take 1,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),10,0.922,0.508,0.311,0.2,27,0
A Day In The Life - Take 2,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),11,0.905,0.5,0.205,0.171,25,0
A Day In The Life - Orchestra Overdub,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),12,0.819,0.243,0.57,0.184,24,0
"A Day In The Life - Hummed Last Chord / Takes 8, 9, 10 And 11",Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),13,0.869,0.423,0.226,0.325,23,0
A Day In The Life - The Last Chord,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),14,0.911,0.438,0.0124,0.137,24,0
Sgt. Pepper's Lonely Hearts Club Band - Take 1 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),15,0.717,0.695,0.747,0.141,24,0
Sgt. Pepper's Lonely Hearts Club Band - Take 9 And Speech,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),16,0.352,0.597,0.66,0.556,27,0
Good Morning Good Morning - Take 1 / Instrumental Breakdown,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),17,0.0275,0.762,0.582,0.0765,23,0
Good Morning Good Morning - Take 8,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),18,0.0231,0.749,0.435,0.79,25,0
Fixing A Hole - Take 1,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1,0.177,0.572,0.409,0.632,23,0
Fixing A Hole - Speech And Take 3,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),2,0.185,0.622,0.454,0.613,24,0
Being For The Benefit Of Mr. Kite! - Speech From Before Take 1 / Take 4 And Speech At End,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),3,0.495,0.602,0.302,0.527,24,0
Being For The Benefit Of Mr. Kite! - Take 7,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,0.606,0.6,0.326,0.574,22,0
Lovely Rita - Speech And Take 9,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),5,0.384,0.671,0.645,0.653,25,0
Lucy In The Sky With Diamonds - Take 1 And Speech At The End,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),6,0.724,0.46,0.297,0.337,23,0
"Lucy In The Sky With Diamonds - Speech, False Start And Take 5",Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),7,0.723,0.475,0.384,0.401,22,0
Getting Better - Take 1 / Instrumental And Speech At The End,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),8,0.412,0.718,0.487,0.382,24,0
Getting Better - Take 12,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),9,0.124,0.769,0.488,0.705,22,0
Within You Without You - Take 1 / Indian Instruments,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),10,0.699,0.383,0.432,0.184,24,0
Within You Without You - George Coaching The Musicians,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),11,0.828,0.36,0.313,0.315,21,0
She's Leaving Home - Take 1 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),12,0.931,0.442,0.0782,0.198,25,0
She's Leaving Home - Take 6 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),13,0.928,0.47,0.0693,0.285,22,0
With A Little Help From My Friends - Take 1 / False Start And Take 2 / Instrumental,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),14,0.254,0.915,0.51,0.356,24,0
Sgt. Pepper's Lonely Hearts Club Band (Reprise) - Speech And Take 8,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),15,0.268,0.787,0.762,0.679,24,0
Sgt Pepper's Lonely Hearts Club Band,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),1,0.218,0.438,0.651,0.624,25,0
With A Little Help From My Friends,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),2,0.294,0.705,0.427,0.827,25,0
Lucy In The Sky With Diamonds,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),3,0.138,0.269,0.365,0.357,27,0
Getting Better,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),4,0.131,0.59,0.444,0.718,39,0
Taxman - Remastered 2009,Revolver (Remastered),1,0.0101,0.469,0.596,0.783,57,2
Eleanor Rigby - Remastered 2009,Revolver (Remastered),2,0.936,0.581,0.28,0.813,67,2
I'm Only Sleeping - Remastered 2009,Revolver (Remastered),3,0.21,0.494,0.47,0.698,58,2
Love You To - Remastered 2009,Revolver (Remastered),4,0.7,0.391,0.593,0.707,51,2
"Here, There And Everywhere - Remastered 2009",Revolver (Remastered),5,0.921,0.29,0.247,0.36,64,2
Yellow Submarine - Remastered 2009,Revolver (Remastered),6,0.531,0.604,0.549,0.696,59,2
She Said She Said - Remastered 2009,Revolver (Remastered),7,0.103,0.329,0.678,0.672,53,2
Good Day Sunshine - Remastered 2009,Revolver (Remastered),8,0.719,0.77,0.496,0.571,57,2
And Your Bird Can Sing - Remastered 2009,Revolver (Remastered),9,0.0067,0.555,0.65,0.966,55,2
For No One - Remastered 2009,Revolver (Remastered),10,0.783,0.483,0.351,0.713,63,2
Doctor Robert - Remastered 2009,Revolver (Remastered),11,0.164,0.394,0.64,0.574,50,2
I Want To Tell You - Remastered 2009,Revolver (Remastered),12,0.182,0.493,0.525,0.449,50,2
Got To Get You Into My Life - Remastered 2009,Revolver (Remastered),13,0.42,0.521,0.524,0.711,57,2
Tomorrow Never Knows - Remastered 2009,Revolver (Remastered),14,8.4e-05,0.38,0.829,0.0534,56,2
Drive My Car - Remastered 2009,Rubber Soul (Remastered),1,0.0173,0.754,0.571,0.82,64,2
Norwegian Wood (This Bird Has Flown) - Remastered 2009,Rubber Soul (Remastered),2,0.183,0.425,0.369,0.65,70,2
You Won't See Me - Remastered 2009,Rubber Soul (Remastered),3,0.136,0.488,0.539,0.473,54,2
Nowhere Man - Remastered 2009,Rubber Soul (Remastered),4,0.00797,0.534,0.624,0.687,63,2
Think For Yourself - Remastered 2009,Rubber Soul (Remastered),5,0.0124,0.529,0.567,0.799,51,2
The Word - Remastered 2009,Rubber Soul (Remastered),6,0.00682,0.59,0.641,0.792,50,2
Michelle - Remastered 2009,Rubber Soul (Remastered),7,0.652,0.578,0.29,0.666,66,2
What Goes On - Remastered 2009,Rubber Soul (Remastered),8,0.0168,0.67,0.776,0.765,50,2
Girl - Remastered 2009,Rubber Soul (Remastered),9,0.587,0.699,0.294,0.893,59,2
I'm Looking Through You - Remastered 2009,Rubber Soul (Remastered),10,0.00772,0.667,0.498,0.774,56,2
In My Life - Remastered 2009,Rubber Soul (Remastered),11,0.449,0.688,0.435,0.435,73,2
Wait - Remastered 2009,Rubber Soul (Remastered),12,0.0175,0.552,0.487,0.657,51,2
If I Needed Someone - Remastered 2009,Rubber Soul (Remastered),13,0.00748,0.492,0.755,0.796,52,2
Run For Your Life - Remastered 2009,Rubber Soul (Remastered),14,0.0103,0.563,0.705,0.822,52,2
Help! - Remastered 2009,Help! (Remastered),1,0.188,0.534,0.725,0.763,70,2
The Night Before - Remastered 2009,Help! (Remastered),2,0.0537,0.461,0.762,0.632,52,2
You've Got To Hide Your Love Away - Remastered 2009,Help! (Remastered),3,0.207,0.398,0.392,0.378,66,2
I Need You - Remastered 2009,Help! (Remastered),4,0.277,0.601,0.489,0.638,52,2
Another Girl - Remastered 2009,Help! (Remastered),5,0.238,0.516,0.638,0.822,47,2
You're Going To Lose That Girl - Remastered 2009,Help! (Remastered),6,0.346,0.533,0.66,0.818,52,2
Ticket To Ride - Remastered 2009,Help! (Remastered),7,0.0457,0.519,0.85,0.749,64,2
Act Naturally - Remastered 2009,Help! (Remastered),8,0.366,0.702,0.447,0.944,47,2
It's Only Love - Remastered 2009,Help! (Remastered),9,0.22,0.629,0.551,0.685,50,2
You Like Me Too Much - Remastered 2009,Help! (Remastered),10,0.415,0.555,0.57,0.899,45,2
Tell Me What You See - Remastered 2009,Help! (Remastered),11,0.061,0.592,0.796,0.7,45,2
I've Just Seen A Face - Remastered 2009,Help! (Remastered),12,0.723,0.647,0.56,0.913,60,2
Yesterday - Remastered 2009,Help! (Remastered),13,0.879,0.332,0.179,0.315,75,2
Dizzy Miss Lizzy - Remastered 2009,Help! (Remastered),14,0.116,0.373,0.934,0.918,45,2
No Reply - Remastered 2009,Beatles For Sale (Remastered),1,0.67,0.718,0.593,0.869,51,2
I'm A Loser - Remastered 2009,Beatles For Sale (Remastered),2,0.567,0.492,0.628,0.856,46,2
Baby's In Black - Remastered 2009,Beatles For Sale (Remastered),3,0.434,0.374,0.596,0.876,45,2
Rock And Roll Music - Remastered 2009,Beatles For Sale (Remastered),4,0.566,0.457,0.917,0.965,51,2
I'll Follow The Sun - Remastered 2009,Beatles For Sale (Remastered),5,0.789,0.689,0.313,0.625,61,2
Mr Moonlight - Remastered 2009,Beatles For Sale (Remastered),6,0.796,0.631,0.424,0.589,44,2
Kansas City / Hey-Hey-Hey-Hey - Medley / Remastered 2009,Beatles For Sale (Remastered),7,0.614,0.588,0.724,0.924,43,2
Eight Days A Week - Remastered 2009,Beatles For Sale (Remastered),8,0.412,0.652,0.583,0.744,63,2
Words Of Love - Remastered 2009,Beatles For Sale (Remastered),9,0.323,0.551,0.533,0.85,47,2
Honey Don't - Remastered 2009,Beatles For Sale (Remastered),10,0.473,0.629,0.545,0.735,43,2
Every Little Thing - Remastered 2009,Beatles For Sale (Remastered),11,0.488,0.74,0.49,0.678,44,2
I Don't Want To Spoil The Party - Remastered 2009,Beatles For Sale (Remastered),12,0.451,0.533,0.668,0.889,43,2
What You're Doing - Remastered 2009,Beatles For Sale (Remastered),13,0.301,0.695,0.53,0.825,43,2
Everybody's Trying To Be My Baby - Remastered 2009,Beatles For Sale (Remastered),14,0.466,0.543,0.806,0.943,42,2
A Hard Day's Night - Remastered 2009,A Hard Day's Night (Remastered),1,0.137,0.59,0.805,0.797,66,2
I Should Have Known Better - Remastered 2009,A Hard Day's Night (Remastered),2,0.257,0.682,0.444,0.91,55,2
If I Fell - Remastered 2009,A Hard Day's Night (Remastered),3,0.68,0.665,0.31,0.568,60,2
I'm Happy Just To Dance With You - Remastered 2009,A Hard Day's Night (Remastered),4,0.138,0.658,0.537,0.887,53,2
And I Love Her - Remastered 2009,A Hard Day's Night (Remastered),5,0.64,0.767,0.331,0.636,68,2
Tell Me Why - Remastered 2009,A Hard Day's Night (Remastered),6,0.586,0.267,0.688,0.797,47,2
Can't Buy Me Love - Remastered 2009,A Hard Day's Night (Remastered),7,0.283,0.483,0.677,0.842,64,2
Any Time At All - Remastered 2009,A Hard Day's Night (Remastered),8,0.366,0.612,0.719,0.744,47,2
I'll Cry Instead - Remastered 2009,A Hard Day's Night (Remastered),9,0.0917,0.643,0.73,0.96,44,2
Things We Said Today - Remastered 2009,A Hard Day's Night (Remastered),10,0.239,0.551,0.575,0.516,51,2
When I Get Home - Remastered 2009,A Hard Day's Night (Remastered),11,0.384,0.568,0.793,0.64,43,2
You Can't Do That - Remastered 2009,A Hard Day's Night (Remastered),12,0.367,0.612,0.788,0.961,47,2
I'll Be Back - Remastered 2009,A Hard Day's Night (Remastered),13,0.744,0.721,0.527,0.641,48,2
It Won't Be Long - Remastered 2009,With The Beatles (Remastered),1,0.284,0.472,0.673,0.862,50,2
All I've Got To Do - Remastered 2009,With The Beatles (Remastered),2,0.217,0.49,0.579,0.879,51,2
All My Loving - Remastered 2009,With The Beatles (Remastered),3,0.207,0.416,0.563,0.9,67,2
Don't Bother Me - Remastered 2009,With The Beatles (Remastered),4,0.554,0.371,0.724,0.916,49,2
Little Child - Remastered 2009,With The Beatles (Remastered),5,0.292,0.526,0.858,0.886,42,2
Till There Was You - Remastered 2009,With The Beatles (Remastered),6,0.79,0.727,0.338,0.646,61,2
Please Mister Postman - Remastered 2009,With The Beatles (Remastered),7,0.675,0.552,0.644,0.961,54,2
Roll Over Beethoven - Remastered 2009,With The Beatles (Remastered),8,0.289,0.351,0.749,0.967,52,2
Hold Me Tight - Remastered 2009,With The Beatles (Remastered),9,0.664,0.54,0.744,0.963,46,2
You Really Got A Hold On Me - Remastered 2009,With The Beatles (Remastered),10,0.525,0.373,0.388,0.687,51,2
I Wanna Be Your Man - Remastered 2009,With The Beatles (Remastered),11,0.477,0.553,0.914,0.683,45,2
Devil In Her Heart - Remastered 2009,With The Beatles (Remastered),12,0.227,0.618,0.622,0.966,46,2
Not A Second Time - Remastered 2009,With The Beatles (Remastered),13,0.213,0.471,0.817,0.961,44,2
Money (That's What I Want) - Remastered 2009,With The Beatles (Remastered),14,0.425,0.545,0.853,0.923,46,2
I Saw Her Standing There - Remastered 2009,Please Please Me (Remastered),1,0.27,0.491,0.801,0.971,66,2
Misery - Remastered 2009,Please Please Me (Remastered),2,0.707,0.591,0.605,0.882,49,2
Anna (Go To Him) - Remastered 2009,Please Please Me (Remastered),3,0.635,0.608,0.565,0.835,55,2
Chains - Remastered 2009,Please Please Me (Remastered),4,0.608,0.654,0.561,0.929,46,2
Boys - Remastered 2009,Please Please Me (Remastered),5,0.607,0.402,0.86,0.822,47,2
Ask Me Why - Remastered 2009,Please Please Me (Remastered),6,0.767,0.605,0.394,0.597,48,2
Please Please Me - Remastered 2009,Please Please Me (Remastered),7,0.334,0.527,0.48,0.706,56,2
Love Me Do - Remastered 2009,Please Please Me (Remastered),8,0.386,0.52,0.829,0.744,67,2
P.S. I Love You - Remastered 2009,Please Please Me (Remastered),9,0.389,0.635,0.656,0.77,49,2
Baby It's You - Remastered 2009,Please Please Me (Remastered),10,0.778,0.608,0.494,0.879,52,2
Do You Want To Know A Secret - Remastered 2009,Please Please Me (Remastered),11,0.608,0.673,0.349,0.609,59,2
A Taste Of Honey - Remastered 2009,Please Please Me (Remastered),12,0.698,0.42,0.372,0.412,46,2
There's A Place - Remastered 2009,Please Please Me (Remastered),13,0.629,0.455,0.582,0.927,47,2
Twist And Shout - Remastered 2009,Please Please Me (Remastered),14,0.641,0.482,0.849,0.937,74,2
